Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.4597716199605059,0.049512599417747875,5.180592519632951e-05,0.0366030802986414,0.8039327903734683,2008-12-31,0.06650555488251673
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.44956148840406274,0.057510839893486834,0.003151476385670174,0.03776322558895289,0.805671729400543,2009-03-31,0.07301752440707664
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.4455935154480955,0.06061920355438671,0.010272034746265821,0.04966839846697174,0.8136216890454179,2009-06-30,0.08153706850629318
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.43867868296744544,0.06603602827637457,0.02303042922714028,0.058005934953636304,0.8183744221879814,2009-09-30,0.09348263740648963
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.4154109649626593,0.08426310036601099,0.03794357546733287,0.0714530189683506,0.8198272066916134,2009-12-31,0.09804817195815398
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.40975656800136545,0.08869254639143231,0.041687914829570884,0.07348809801338495,0.8194621762418371,2010-03-31,0.07438346279541294
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.36542291423246637,0.1234218955728383,0.04843372404880966,0.10309999607222804,0.8189999266270452,2010-06-30,0.0807430419342426
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.3525028664377293,0.13354298447841034,0.05084500949646778,0.12424318786641073,0.8202050774084672,2010-09-30,0.071558959378754
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.34284970384760777,0.14110491600890826,0.06109644768414595,0.13985985925175323,0.8212946657861913,2010-12-31,0.0881708442838693
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.32763600083151195,0.15302276981681745,0.07926203064941077,0.14590448710519963,0.8214414116956489,2011-03-31,0.10493950511576947
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.3258573159178408,0.15441612597402912,0.08170108932188364,0.14787561832097929,0.8166850099053489,2011-06-30,0.07161780588715318
"Apollo Investment Fund VII, L.P.",0.24542191726448595,0.31018623155295105,0.16669227546074988,0.08453750261971991,0.13051575066428606,0.818833003155037,2011-09-30,0.07245972944679997
